Product,Date,SalePrice
12038,2007-05-05,70.01
15091,2007-05-05,118.31
22235,2007-05-05,72.84
332,2007-05-06,176.9
574,2007-05-06,41.47
1459,2007-05-06,54.37
3113,2007-05-06,163.7
6088,2007-05-06,195.15
7045,2007-05-06,158.78
7049,2007-05-06,344.06
10102,2007-05-06,156.78
12700,2007-05-06,37.74
12850,2007-05-06,1.89
14792,2007-05-06,3.75
18603,2007-05-06,116.46
19753,2007-05-06,284.55
21083,2007-05-06,97.47
913,2007-05-07,218.37
4982,2007-05-07,270.4
5084,2007-05-07,262.53
5841,2007-05-07,344.29
6325,2007-05-07,364.3
6377,2007-05-07,19.44
7860,2007-05-07,380.77
11440,2007-05-07,103.83
20370,2007-05-07,177.99
1915,2007-05-08,79.49
2271,2007-05-08,121.73
5087,2007-05-08,358.89
5700,2007-05-08,209.87
6741,2007-05-08,103.26
6859,2007-05-08,258.64
6910,2007-05-08,164.25
7218,2007-05-08,70.68
8956,2007-05-08,150.1
9653,2007-05-08,62.8
10498,2007-05-08,126.44
12493,2007-05-08,236.63
14563,2007-05-08,183.06
15485,2007-05-08,14.75
15684,2007-05-08,93.33
18282,2007-05-08,174.07
18714,2007-05-08,179.97
19533,2007-05-08,211.61
20524,2007-05-08,8.26
1650,2007-05-09,166.36
2719,2007-05-09,15.88
5818,2007-05-09,275.68
7861,2007-05-09,228.54
8612,2007-05-09,419.9
12550,2007-05-09,32.77
16739,2007-05-09,341.39
19468,2007-05-09,142.23
20525,2007-05-09,286.87
20875,2007-05-09,248.18
21678,2007-05-09,41.87
812,2007-05-10,109.03
2750,2007-05-10,343.14
4259,2007-05-10,68.44
5105,2007-05-10,97.91
5288,2007-05-10,263.08
8117,2007-05-10,377.58
14784,2007-05-10,102.71
17090,2007-05-10,272.56
17218,2007-05-10,91.18
21438,2007-05-10,53.35
2869,2007-05-11,153.08
4512,2007-05-11,161.52
7320,2007-05-11,15.78
8647,2007-05-11,386.3
10014,2007-05-11,70.28
11694,2007-05-11,37.63
17674,2007-05-11,211.67
18534,2007-05-11,253.68
20351,2007-05-11,210.02
21905,2007-05-11,123.3
22110,2007-05-11,60.42
22391,2007-05-11,350.89
23497,2007-05-11,290.4
24955,2007-05-11,214.54
2519,2007-05-12,146.22
3095,2007-05-12,334.86
9546,2007-05-12,371.18
16622,2007-05-12,171.75
18810,2007-05-12,25.65
19136,2007-05-12,316.79
19437,2007-05-12,494.99
20814,2007-05-12,368.16
23614,2007-05-12,362.94
106,2007-05-13,33.26
2815,2007-05-13,10.39
4059,2007-05-13,132.54
5153,2007-05-13,161.15
5579,2007-05-13,103.95
5645,2007-05-13,16.41
9763,2007-05-13,150.51
10498,2007-05-13,141.85
11370,2007-05-13,68.46
14297,2007-05-13,16.05
16876,2007-05-13,157.03
24171,2007-05-13,126.19
149,2007-05-14,111.17
2241,2007-05-14,43.05
3574,2007-05-14,51.09
4832,2007-05-14,316.82
6312,2007-05-14,266.17
7300,2007-05-14,131.12
13150,2007-05-14,162.64
14278,2007-05-14,34.65
14296,2007-05-14,318.88
17255,2007-05-14,34.48
20191,2007-05-14,44.06
2089,2007-05-15,15.61
2532,2007-05-15,240.17
7495,2007-05-15,29.27
8270,2007-05-15,356.68
11571,2007-05-15,203.68
17079,2007-05-15,395.6
3229,2007-05-16,169.29
3420,2007-05-16,70.21
6448,2007-05-16,273.14
7358,2007-05-16,408.93
9443,2007-05-16,134.25
13615,2007-05-16,232.14
17525,2007-05-16,1.72
17886,2007-05-16,452.12
19168,2007-05-16,335.74
20172,2007-05-16,137.46
52,2007-05-17,68.61
422,2007-05-17,223.28
628,2007-05-17,153.4
7069,2007-05-17,46.21
9549,2007-05-17,174.61
10553,2007-05-17,50.45
15042,2007-05-17,486.58
15621,2007-05-17,36.01
23578,2007-05-17,364.67
23915,2007-05-17,95.05
24462,2007-05-17,82.08
24597,2007-05-17,346.41
117,2007-05-18,262.76
2944,2007-05-18,27.17
4853,2007-05-18,105.07
7959,2007-05-18,102.98
7983,2007-05-18,116.13
8439,2007-05-18,264.6
10052,2007-05-18,25.8
17321,2007-05-18,222.9
18590,2007-05-18,47.94
22183,2007-05-18,250.91
694,2007-05-19,11.48
3008,2007-05-19,339.29
5081,2007-05-19,6.89
6036,2007-05-19,172.46
7548,2007-05-19,85.56
8367,2007-05-19,180.29
8692,2007-05-19,132.46
16592,2007-05-19,148.95
21086,2007-05-19,47.11
22510,2007-05-19,218.38
25144,2007-05-19,2562.01
1183,2007-05-20,107.15
2756,2007-05-20,315.07
4855,2007-05-20,156.05
5926,2007-05-20,213.91
6822,2007-05-20,308.95
7080,2007-05-20,304.25
7230,2007-05-20,364.92
7673,2007-05-20,51.92
11384,2007-05-20,113.56
12995,2007-05-20,239.67
14962,2007-05-20,417.57
19988,2007-05-20,237.16
21931,2007-05-20,53.28
21946,2007-05-20,266
3616,2007-05-21,21.15
7404,2007-05-21,90.21
18112,2007-05-21,41.1
18303,2007-05-21,166.85
18470,2007-05-21,241.51
20384,2007-05-21,469.08
22353,2007-05-21,70.47
1221,2007-05-22,22.72
2160,2007-05-22,81.34
2396,2007-05-22,159.11
3417,2007-05-22,285.99
5274,2007-05-22,112.82
5707,2007-05-22,320.66
5738,2007-05-22,215.69
7004,2007-05-22,441.95
7587,2007-05-22,78.42
9009,2007-05-22,112.7
11089,2007-05-22,9.31
15216,2007-05-22,26.43
16042,2007-05-22,101.6
16522,2007-05-22,212.7
18290,2007-05-22,85.99
19604,2007-05-22,66.89
21456,2007-05-22,197.32
23559,2007-05-22,109.99
24730,2007-05-22,31.95
85,2007-05-23,26.33
654,2007-05-23,295.14
2695,2007-05-23,98.66
3215,2007-05-23,6.69
4838,2007-05-23,62.95
7835,2007-05-23,124.18
9436,2007-05-23,96.91
16217,2007-05-23,382.13
20298,2007-05-23,118.59
21092,2007-05-23,93.15
22922,2007-05-23,59.28
1588,2007-05-24,53.83
4193,2007-05-24,101.72
4194,2007-05-24,71.92
4377,2007-05-24,128.01
7311,2007-05-24,242.82
9404,2007-05-24,196.97
11142,2007-05-24,474.36
14594,2007-05-24,243.02
20461,2007-05-24,68.83
23442,2007-05-24,220.48
23696,2007-05-24,230.25
3912,2007-05-25,33.48
4091,2007-05-25,156.33
10673,2007-05-25,217.42
10696,2007-05-25,15.52
12870,2007-05-25,45.76
13309,2007-05-25,243.07
13801,2007-05-25,277.7
13885,2007-05-25,98.3
14086,2007-05-25,408.86
21246,2007-05-25,294.93
21298,2007-05-25,258.88
22315,2007-05-25,400.33
24168,2007-05-25,429.27
3674,2007-05-26,313.27
6213,2007-05-26,208.56
9242,2007-05-26,334.54
10864,2007-05-26,127.84
11701,2007-05-26,403.56
12073,2007-05-26,97.58
15884,2007-05-26,206.58
19441,2007-05-26,28.88
23032,2007-05-26,423.89
24840,2007-05-26,361.93
1805,2007-05-27,252.68
2859,2007-05-27,266.45
3733,2007-05-27,89.78
4623,2007-05-27,46.49
8650,2007-05-27,172.41
9633,2007-05-27,438.7
13120,2007-05-27,182.01
15406,2007-05-27,117.1
22852,2007-05-27,67.92
3022,2007-05-28,72.24
6954,2007-05-28,49.54
7407,2007-05-28,30.19
7412,2007-05-28,221.78
7985,2007-05-28,361.23
11186,2007-05-28,20.39
12993,2007-05-28,72.31
13683,2007-05-28,135.65
18283,2007-05-28,23.75
21158,2007-05-28,292
2083,2007-05-29,122.39
4271,2007-05-29,346.42
4456,2007-05-29,346.93
6242,2007-05-29,286.71
7865,2007-05-29,119.11
13593,2007-05-29,20.77
14413,2007-05-29,334.77
21498,2007-05-29,89.28
21618,2007-05-29,15.86
23661,2007-05-29,152.78
25023,2007-05-29,6058.06
25154,2007-05-29,5712.9
404,2007-05-30,68.18
3020,2007-05-30,203.86
5686,2007-05-30,76.23
7120,2007-05-30,340.24
10061,2007-05-30,271.3
10957,2007-05-30,7.15
11485,2007-05-30,133.75
14540,2007-05-30,18.24
19292,2007-05-30,179.02
24013,2007-05-30,23.78
4874,2007-05-31,430.55
6698,2007-05-31,158.56
7115,2007-05-31,129.9
9123,2007-05-31,28.43
9768,2007-05-31,124.94
9805,2007-05-31,30.97
14482,2007-05-31,308.16
17356,2007-05-31,151.83
17762,2007-05-31,235.71
24418,2007-05-31,100.22
240,2007-06-01,134.66
1590,2007-06-01,321.54
3453,2007-06-01,86.3
6571,2007-06-01,197.33
6958,2007-06-01,192.25
7621,2007-06-01,160.55
8967,2007-06-01,223.48
12509,2007-06-01,176.18
12934,2007-06-01,286.04
14530,2007-06-01,147.83
16633,2007-06-01,326.02
18523,2007-06-01,201.04
21250,2007-06-01,24.02
21852,2007-06-01,400.57
742,2007-06-02,147.4
1220,2007-06-02,79.34
6062,2007-06-02,130.51
7059,2007-06-02,133.06
7586,2007-06-02,176.75
8458,2007-06-02,194.92
16287,2007-06-02,193.03
25116,2007-06-02,1177.09
3890,2007-06-03,114.52
7250,2007-06-03,263.24
7419,2007-06-03,10.33
8277,2007-06-03,107.94
16277,2007-06-03,302.98
17525,2007-06-03,0.92
18783,2007-06-03,346.52
19798,2007-06-03,267.82
1545,2007-06-04,44.06
2013,2007-06-04,63.51
6427,2007-06-04,45.66
7493,2007-06-04,59.33
9014,2007-06-04,232.05
9098,2007-06-04,350.14
12902,2007-06-04,94.94
14687,2007-06-04,33.01
20951,2007-06-04,49.32
23596,2007-06-04,108.58
1726,2007-06-05,195.81
2232,2007-06-05,114.99
2653,2007-06-05,137.54
5046,2007-06-05,193.37
5125,2007-06-05,26.82
6449,2007-06-05,70.49
9631,2007-06-05,38.8
13526,2007-06-05,125.61
15315,2007-06-05,389.9
16563,2007-06-05,11.02
19520,2007-06-05,345.58
24154,2007-06-05,470
809,2007-06-06,14.6
2061,2007-06-06,22.46
3174,2007-06-06,72.14
3258,2007-06-06,172.61
3947,2007-06-06,174.98
4705,2007-06-06,228.81
4913,2007-06-06,51.15
5401,2007-06-06,32.47
5716,2007-06-06,127.82
5872,2007-06-06,363.81
8665,2007-06-06,51.07
9216,2007-06-06,494.61
9736,2007-06-06,209.07
11303,2007-06-06,103.35
13056,2007-06-06,52.8
14357,2007-06-06,107.63
16319,2007-06-06,205.42
18183,2007-06-06,126.22
18936,2007-06-06,25.72
24734,2007-06-06,208.42
1957,2007-06-07,63.15
5170,2007-06-07,191.72
6609,2007-06-07,239.58
8512,2007-06-07,34.66
8763,2007-06-07,136.62
9231,2007-06-07,18.67
12954,2007-06-07,221.24
15031,2007-06-07,2.87
19874,2007-06-07,470.75
21232,2007-06-07,4.3
22615,2007-06-07,394.13
23976,2007-06-07,344.16
24146,2007-06-07,25.74
3104,2007-06-08,87.87
3867,2007-06-08,158.35
4305,2007-06-08,26.43
7044,2007-06-08,307.17
9097,2007-06-08,72.61
9285,2007-06-08,94.07
13523,2007-06-08,337.11
13560,2007-06-08,146.91
14845,2007-06-08,108.71
15473,2007-06-08,41.3
18218,2007-06-08,125.27
21711,2007-06-08,204.7
24731,2007-06-08,289.72
4148,2007-06-09,259.78
6105,2007-06-09,245.39
6545,2007-06-09,246.33
7240,2007-06-09,273.19
8642,2007-06-09,244.82
10550,2007-06-09,99.87
13075,2007-06-09,91.92
14483,2007-06-09,176.12
17620,2007-06-09,15.32
20241,2007-06-09,80.24
20950,2007-06-09,143.46
21034,2007-06-09,250.66
225,2007-06-10,119
1870,2007-06-10,261.03
3721,2007-06-10,26.15
4657,2007-06-10,370.12
5034,2007-06-10,247.38
6879,2007-06-10,79.9
7166,2007-06-10,444.07
9244,2007-06-10,127.07
10381,2007-06-10,396.13
12454,2007-06-10,350.17
19008,2007-06-10,208.06
19986,2007-06-10,187.94
22216,2007-06-10,352.52
1179,2007-06-11,24.28
4185,2007-06-11,132.99
5070,2007-06-11,242.3
6532,2007-06-11,330.78
6964,2007-06-11,66.75
9855,2007-06-11,72.02
10912,2007-06-11,58.87
13056,2007-06-11,58.47
13343,2007-06-11,99.42
15586,2007-06-11,127.05
15701,2007-06-11,132.61
18061,2007-06-11,186.96
22696,2007-06-11,101.06
24737,2007-06-11,293.14
156,2007-06-12,480.89
274,2007-06-12,264.17
1051,2007-06-12,29.84
1862,2007-06-12,203.44
3228,2007-06-12,338.51
4499,2007-06-12,222.61
5987,2007-06-12,476.18
7888,2007-06-12,463.36
8046,2007-06-12,294.14
8395,2007-06-12,229.99
9523,2007-06-12,171.91
14058,2007-06-12,425.11
17016,2007-06-12,9.63
21418,2007-06-12,361.12
25291,2007-06-12,6755.27
508,2007-06-13,376.81
525,2007-06-13,7.23
1062,2007-06-13,192.97
1836,2007-06-13,225.32
5125,2007-06-13,18.21
6378,2007-06-13,203.01
8449,2007-06-13,20.43
11331,2007-06-13,202.66
15661,2007-06-13,55.46
21914,2007-06-13,18.58
24699,2007-06-13,67.61
25041,2007-06-13,8818.98
2610,2007-06-14,64.94
5799,2007-06-14,45.69
5978,2007-06-14,58.31
6837,2007-06-14,25.83
7326,2007-06-14,8.22
7369,2007-06-14,28.49
9508,2007-06-14,39.6
9531,2007-06-14,409.05
12913,2007-06-14,29.12
14336,2007-06-14,42.32
22441,2007-06-14,232.23
23435,2007-06-14,3.64
23486,2007-06-14,192.25
24491,2007-06-14,5.97
25072,2007-06-14,1394.01
2913,2007-06-15,17.4
3657,2007-06-15,84.66
4819,2007-06-15,17.6
4915,2007-06-15,138.97
5345,2007-06-15,45.21
5453,2007-06-15,392.2
8020,2007-06-15,97.22
8489,2007-06-15,57.41
8528,2007-06-15,97.35
10393,2007-06-15,257.69
14575,2007-06-15,84.79
16417,2007-06-15,31.19
18827,2007-06-15,313.99
19127,2007-06-15,120.94
20593,2007-06-15,189.91
22457,2007-06-15,39.97
2040,2007-06-16,165.41
4690,2007-06-16,106.44
6199,2007-06-16,68.32
7213,2007-06-16,256.72
8840,2007-06-16,198.54
14436,2007-06-16,147.25
14720,2007-06-16,224.4
18120,2007-06-16,177.44
19879,2007-06-16,268.16
21411,2007-06-16,108.17
23716,2007-06-16,225.86
24781,2007-06-16,170.46
2167,2007-06-17,85.11
6598,2007-06-17,104.4
10716,2007-06-17,7.67
16108,2007-06-17,142.8
16351,2007-06-17,420.3
19023,2007-06-17,65.33
22526,2007-06-17,343.4
23811,2007-06-17,89.56
3506,2007-06-18,54.26
3689,2007-06-18,107.05
7511,2007-06-18,20.45
10589,2007-06-18,43.44
10779,2007-06-18,133.88
10854,2007-06-18,466.89
12368,2007-06-18,84.65
14310,2007-06-18,133.88
17423,2007-06-18,109.25
19795,2007-06-18,40.48
20244,2007-06-18,242.37
24882,2007-06-18,122.43
276,2007-06-19,27.2
635,2007-06-19,74.61
2409,2007-06-19,118.58
3517,2007-06-19,333.28
5372,2007-06-19,452.47
5523,2007-06-19,242.26
8067,2007-06-19,110.72
8074,2007-06-19,210.53
12842,2007-06-19,98.79
13390,2007-06-19,190.63
15176,2007-06-19,98.55
17312,2007-06-19,114.33
18366,2007-06-19,242.51
19303,2007-06-19,315.44
22555,2007-06-19,202.76
23100,2007-06-19,116.57
24903,2007-06-19,272.83
1696,2007-06-20,235.46
2112,2007-06-20,260.25
2899,2007-06-20,239.34
6466,2007-06-20,93.25
7689,2007-06-20,206.82
8445,2007-06-20,51.35
8568,2007-06-20,440.54
11441,2007-06-20,241.41
13093,2007-06-20,37.77
13416,2007-06-20,281.48
14238,2007-06-20,298.95
15642,2007-06-20,4.17
19324,2007-06-20,176.46
21367,2007-06-20,139.73
21725,2007-06-20,63.1
22787,2007-06-20,71.27
23021,2007-06-20,332.05
25195,2007-06-20,4300.61
64,2007-06-21,76.93
408,2007-06-21,204.36
1170,2007-06-21,28.07
2329,2007-06-21,89.97
8132,2007-06-21,193.55
9398,2007-06-21,322.09
11705,2007-06-21,5.28
11800,2007-06-21,156.16
12161,2007-06-21,337.89
12850,2007-06-21,1.89
14379,2007-06-21,196.54
14752,2007-06-21,107.23
20931,2007-06-21,165.79
22978,2007-06-21,198.78
24483,2007-06-21,247.89
25209,2007-06-21,3490
2909,2007-06-22,9.68
6235,2007-06-22,268.75
6513,2007-06-22,149.79
7468,2007-06-22,395.67
9218,2007-06-22,3.94
10833,2007-06-22,81.61
12232,2007-06-22,148.9
17264,2007-06-22,253.45
22263,2007-06-22,211.73
23431,2007-06-22,269.11
1632,2007-06-23,147.69
1799,2007-06-23,6.53
2478,2007-06-23,215.31
7690,2007-06-23,132.15
16457,2007-06-23,220.14
19295,2007-06-23,37.96
19795,2007-06-23,62.56
19882,2007-06-23,26.59
21179,2007-06-23,93.52
23978,2007-06-23,67.12
1238,2007-06-24,389.24
1951,2007-06-24,94.41
9420,2007-06-24,19.93
17875,2007-06-24,146.37
18042,2007-06-24,210.65
19933,2007-06-24,255.33
22813,2007-06-24,269.3
24347,2007-06-24,214.1
4058,2007-06-25,223.25
4236,2007-06-25,390.92
8006,2007-06-25,50.13
8021,2007-06-25,5.8
8206,2007-06-25,125.36
12773,2007-06-25,375.07
16544,2007-06-25,54.23
16796,2007-06-25,159.59
16843,2007-06-25,4.42
17962,2007-06-25,129.07
18444,2007-06-25,192.55
20553,2007-06-25,178.94
1634,2007-06-26,115.68
3637,2007-06-26,40.95
6069,2007-06-26,359.51
6637,2007-06-26,68.33
6959,2007-06-26,224.99
9858,2007-06-26,49.4
10869,2007-06-26,243.25
11082,2007-06-26,95.61
12788,2007-06-26,84.99
14194,2007-06-26,118.03
15340,2007-06-26,39.77
16100,2007-06-26,64.55
17835,2007-06-26,19.61
22216,2007-06-26,320.97
24928,2007-06-26,286.92
151,2007-06-27,58.66
1143,2007-06-27,126.17
2904,2007-06-27,464.95
4151,2007-06-27,136.36
6826,2007-06-27,325.21
7877,2007-06-27,453.84
8435,2007-06-27,203.01
9077,2007-06-27,199.41
13030,2007-06-27,107.96
14319,2007-06-27,291.43
17670,2007-06-27,55.16
19966,2007-06-27,450.33
20154,2007-06-27,15.09
23975,2007-06-27,47.94
1856,2007-06-28,269.87
4506,2007-06-28,352.77
4786,2007-06-28,36.16
6501,2007-06-28,121.29
6538,2007-06-28,378.15
6911,2007-06-28,325.24
10269,2007-06-28,309.6
11802,2007-06-28,94.41
13331,2007-06-28,22.82
14498,2007-06-28,13.33
22709,2007-06-28,98.5
26,2007-06-29,40.06
3098,2007-06-29,90.98
3223,2007-06-29,169.28
3517,2007-06-29,201.35
5158,2007-06-29,177.25
5204,2007-06-29,328.45
6412,2007-06-29,364.9
9122,2007-06-29,388.65
9636,2007-06-29,196.43
12943,2007-06-29,345.85
13271,2007-06-29,284.77
18767,2007-06-29,238.15
18985,2007-06-29,116.68
19149,2007-06-29,231.48
20515,2007-06-29,62.75
3881,2007-06-30,128.93
4218,2007-06-30,187.63
6538,2007-06-30,335.15
7490,2007-06-30,174.82
8199,2007-06-30,388.73
8480,2007-06-30,167.95
10132,2007-06-30,28.31
10748,2007-06-30,47.29
11524,2007-06-30,220.6
15550,2007-06-30,465.03
17009,2007-06-30,115.18
17492,2007-06-30,351.97
17715,2007-06-30,113.92
17953,2007-06-30,52.44
20069,2007-06-30,203.32
21284,2007-06-30,216.22
21648,2007-06-30,22.45
22027,2007-06-30,234.17
25129,2007-06-30,4624.78
666,2007-07-01,51.44
2770,2007-07-01,371.82
3515,2007-07-01,100.75
4914,2007-07-01,378.1
9395,2007-07-01,202.56
11742,2007-07-01,59.23
13028,2007-07-01,114.9
15989,2007-07-01,384.81
18181,2007-07-01,228.05
18595,2007-07-01,136.73
19834,2007-07-01,246.68
22618,2007-07-01,52.49
1823,2007-07-02,8.9
1844,2007-07-02,36.05
7729,2007-07-02,154.93
9382,2007-07-02,143.95
10408,2007-07-02,193.76
11116,2007-07-02,144.69
15351,2007-07-02,7.08
16001,2007-07-02,161.57
16210,2007-07-02,77.96
22044,2007-07-02,14.78
2369,2007-07-03,200.38
5586,2007-07-03,70.71
10062,2007-07-03,426.59
10593,2007-07-03,138.18
16427,2007-07-03,21
17509,2007-07-03,189.44
19932,2007-07-03,98.47
22286,2007-07-03,168.94
22871,2007-07-03,331.32
23197,2007-07-03,62.37
25120,2007-07-03,796.41
1814,2007-07-04,204.62
2371,2007-07-04,121.35
2469,2007-07-04,339.85
5466,2007-07-04,363.86
6856,2007-07-04,14.55
8165,2007-07-04,154.29
9807,2007-07-04,183.38
10856,2007-07-04,242.89
15835,2007-07-04,56.14
15930,2007-07-04,106.3
17630,2007-07-04,219.12
21194,2007-07-04,195.1
21420,2007-07-04,156.16
24455,2007-07-04,97.94
25050,2007-07-04,7838.87
25132,2007-07-04,5202.12
288,2007-07-05,6.91
3546,2007-07-05,95.09
6751,2007-07-05,55.83
7917,2007-07-05,119.62
8787,2007-07-05,83.56
9020,2007-07-05,290.91
10743,2007-07-05,23.77
16168,2007-07-05,68.41
22874,2007-07-05,310.93
22928,2007-07-05,395.76
23316,2007-07-05,30.85
25036,2007-07-05,2381.6
144,2007-07-06,222.84
5226,2007-07-06,332.15
6736,2007-07-06,105.82
7501,2007-07-06,74.65
8302,2007-07-06,259.04
8636,2007-07-06,431.64
12119,2007-07-06,94.71
14808,2007-07-06,89.42
15852,2007-07-06,361.25
21186,2007-07-06,235.95
2245,2007-07-07,159.54
2374,2007-07-07,59.37
3926,2007-07-07,359.3
4928,2007-07-07,20.59
7369,2007-07-07,28.59
12470,2007-07-07,50.04
13605,2007-07-07,60.18
15574,2007-07-07,116.31
16667,2007-07-07,37.99
22288,2007-07-07,162.7
23075,2007-07-07,108.04
23175,2007-07-07,394.64
633,2007-07-08,53.19
2532,2007-07-08,252.83
3098,2007-07-08,98.13
4302,2007-07-08,179.66
6408,2007-07-08,146.68
8355,2007-07-08,109.44
8519,2007-07-08,52.69
10082,2007-07-08,215.04
10262,2007-07-08,132.13
11024,2007-07-08,485.27
17268,2007-07-08,393.3
18678,2007-07-08,287.86
19846,2007-07-08,13.08
20732,2007-07-08,175.14
471,2007-07-09,204.62
2657,2007-07-09,194.75
8259,2007-07-09,27.73
9932,2007-07-09,238.89
10166,2007-07-09,52.58
10970,2007-07-09,388.66
11633,2007-07-09,493.05
11641,2007-07-09,152.35
12000,2007-07-09,225.44
15440,2007-07-09,311.31
15836,2007-07-09,105.2
21227,2007-07-09,166.35
38,2007-07-10,336.5
1483,2007-07-10,142.47
2854,2007-07-10,73.52
3186,2007-07-10,216.59
6564,2007-07-10,102.91
12970,2007-07-10,134.97
15897,2007-07-10,31.92
16774,2007-07-10,124.6
19025,2007-07-10,218
19472,2007-07-10,354.91
19753,2007-07-10,272.81
21025,2007-07-10,41.87
24520,2007-07-10,288.07
3325,2007-07-11,206.71
6209,2007-07-11,305.85
6580,2007-07-11,374.44
10410,2007-07-11,334.19
11820,2007-07-11,10.75
14605,2007-07-11,29.69
14780,2007-07-11,423.79
17305,2007-07-11,108.49
17811,2007-07-11,160.23
19896,2007-07-11,218.21
24193,2007-07-11,130.03
24258,2007-07-11,94.83
673,2007-07-12,102.09
1910,2007-07-12,57.07
2405,2007-07-12,29.65
3127,2007-07-12,200.34
5106,2007-07-12,193.57
6335,2007-07-12,280.62
8428,2007-07-12,192.65
11737,2007-07-12,5.93
13561,2007-07-12,409.79
15138,2007-07-12,301.21
15797,2007-07-12,359.96
17207,2007-07-12,171.67
20822,2007-07-12,229.37
25150,2007-07-12,8564.14
2725,2007-07-13,35.32
3010,2007-07-13,96.74
4217,2007-07-13,32.02
5479,2007-07-13,65.88
8107,2007-07-13,226.98
8330,2007-07-13,204.07
21169,2007-07-13,231.36
22398,2007-07-13,46.04
22898,2007-07-13,144.07
24226,2007-07-13,319.75
2865,2007-07-14,82.47
4637,2007-07-14,282.48
6218,2007-07-14,299.96
11038,2007-07-14,287.35
12688,2007-07-14,83.88
15664,2007-07-14,452.58
204,2007-07-15,15.73
2209,2007-07-15,268.92
7088,2007-07-15,133.69
11531,2007-07-15,377.29
18417,2007-07-15,338.08
19158,2007-07-15,41.46
22156,2007-07-15,177.72
22336,2007-07-15,26.98
23005,2007-07-15,309.84
23203,2007-07-15,59.81
23908,2007-07-15,363.72
24048,2007-07-15,454.41
2469,2007-07-16,339.85
2940,2007-07-16,271.34
4819,2007-07-16,14.72
6188,2007-07-16,405.77
6206,2007-07-16,167.05
9379,2007-07-16,94.3
10044,2007-07-16,335.63
11795,2007-07-16,17.8
14096,2007-07-16,25.15
15971,2007-07-16,106.05
24484,2007-07-16,105.1
1024,2007-07-17,274.93
3993,2007-07-17,52.94
6645,2007-07-17,466.5
7297,2007-07-17,231.38
10207,2007-07-17,64.87
12761,2007-07-17,128.84
13332,2007-07-17,130.4
18811,2007-07-17,121.93
18858,2007-07-17,336.52
24140,2007-07-17,205.63
1207,2007-07-18,210.95
1643,2007-07-18,304.61
4542,2007-07-18,187.61
6288,2007-07-18,17.93
6744,2007-07-18,244.75
7015,2007-07-18,227.43
7857,2007-07-18,418.61
8184,2007-07-18,236.27
9977,2007-07-18,247.59
18583,2007-07-18,71.38
21753,2007-07-18,83.78
23155,2007-07-18,246.81
23759,2007-07-18,121.05
472,2007-07-19,272.94
575,2007-07-19,122.94
1080,2007-07-19,124.5
2345,2007-07-19,220.89
3967,2007-07-19,15.07
6224,2007-07-19,142.59
7347,2007-07-19,153.24
9092,2007-07-19,141.87
9749,2007-07-19,485.02
10927,2007-07-19,223.47
15791,2007-07-19,389.27
19153,2007-07-19,209
23426,2007-07-19,41.54
23693,2007-07-19,185.78
24508,2007-07-19,1.35
884,2007-07-20,164.27
3638,2007-07-20,190.49
7209,2007-07-20,356.83
15321,2007-07-20,82.88
16004,2007-07-20,170.14
16674,2007-07-20,119.61
16897,2007-07-20,318.96
17689,2007-07-20,113.28
653,2007-07-21,227.18
1176,2007-07-21,75.68
2571,2007-07-21,108.09
3227,2007-07-21,29.95
3878,2007-07-21,170.56
5590,2007-07-21,227.3
7072,2007-07-21,27.52
7139,2007-07-21,141.76
8890,2007-07-21,52.88
9095,2007-07-21,89.3
11683,2007-07-21,122.55
12243,2007-07-21,308.5
15343,2007-07-21,87.7
16763,2007-07-21,48.15
18982,2007-07-21,132.92
19284,2007-07-21,167.21
21295,2007-07-21,112.6
1309,2007-07-22,132.14
3541,2007-07-22,145.42
3961,2007-07-22,450.29
4045,2007-07-22,99.11
6724,2007-07-22,54.88
13428,2007-07-22,263.48
16301,2007-07-22,169.69
17247,2007-07-22,81.98
19034,2007-07-22,96.13
19424,2007-07-22,116.44
197,2007-07-23,122.81
728,2007-07-23,72.1
2518,2007-07-23,128.87
3265,2007-07-23,235.53
7833,2007-07-23,5.6
8044,2007-07-23,156.3
10508,2007-07-23,478.74
15230,2007-07-23,34.08
16225,2007-07-23,175.47
18967,2007-07-23,218.84
21325,2007-07-23,108.59
22406,2007-07-23,240.12
24486,2007-07-23,238.16
540,2007-07-24,454.68
4223,2007-07-24,266.21
6295,2007-07-24,324.85
6974,2007-07-24,54.33
7453,2007-07-24,60.46
8020,2007-07-24,83.96
9490,2007-07-24,302.39
10209,2007-07-24,346
12049,2007-07-24,82.85
15853,2007-07-24,364.48
16014,2007-07-24,65.93
16117,2007-07-24,199.57
37,2007-07-25,56.98
2003,2007-07-25,59.78
2438,2007-07-25,168.94
2714,2007-07-25,173.74
3949,2007-07-25,95.2
4144,2007-07-25,222.63
9626,2007-07-25,32.13
15116,2007-07-25,245.17
18745,2007-07-25,114.27
24534,2007-07-25,155.58
25191,2007-07-25,8096.85
1849,2007-07-26,96.26
2768,2007-07-26,221.58
4163,2007-07-26,428.06
7809,2007-07-26,172.51
7919,2007-07-26,241.07
8381,2007-07-26,183.19
10719,2007-07-26,32.66
12668,2007-07-26,214.28
12692,2007-07-26,33.02
15087,2007-07-26,319.67
15267,2007-07-26,204.6
15676,2007-07-26,29.47
18678,2007-07-26,290.19
21754,2007-07-26,215.72
2267,2007-07-27,93.56
3499,2007-07-27,293.83
3504,2007-07-27,408.93
